!!! ERRORS: biannually - dfgg|Wed Dec 15 12:36:38 2021 - 10.0.0.66 - Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0
!!! ERRORS: printout - print, pout, rout, pour, noir, pint, punt|Wed Dec 15 12:38:27 2021 - 10.0.0.66 - Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0
!!! ERRORS: misunderstands - undetstand, stand, under, mist, tins, sins, dins|Fri Jan 28 15:15:18 2022 - 10.0.0.66 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0
SUCCESS: misunderstands - understand, stand, under, mist, tins, sins, dins|Fri Jan 28 15:15:28 2022 - 10.0.0.66 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0
SUCCESS: chairwomen - chair, women, woman, chain, wain, hair, heir|Fri Jan 28 20:16:36 2022 - 10.0.0.66 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0
!!! ERRORS: reverberating - reverb, rate, beat, bare, bing, ring, gear|Fri Jan 28 20:17:23 2022 - 10.0.0.66 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0
!!! ERRORS: excrement - cent, creme, center, entree, recent, meet, remet|Sat Jan 29 20:15:04 2022 - 10.0.0.66 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36
SUCCESS: idiosyncrasy - acid, aids, airs, cans, card, coin, drys|Sat Jan 29 20:16:48 2022 - 10.0.0.66 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36
!!! ERRORS: bequests - be, q, y, s, e, u|Sat Jan 29 20:23:00 2022 - 10.0.0.66 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36
!!! ERRORS: timetables - test|Sat Jan 29 21:03:48 2022 - 10.0.0.66 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36
!!! ERRORS: castaway - aways, acts, cast, cats, stay, swat, ways|Sat Jan 29 21:33:18 2022 - 10.0.0.66 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36
SUCCESS: beiderbecke - beer, bike, bird, bred, crib, deck, deer|Sat Jan 29 21:34:17 2022 - 10.0.0.66 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36
!!! ERRORS: hotcakes - hot, cakes|Wed Feb  2 14:16:51 2022 - 10.0.0.66 - Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:96.0) Gecko/20100101 Firefox/96.0
